DateTime,State,State_postal,FIPS_state,S,E,I,I_acum,I_active,R
2021-01-31,Louisiana,LA,22,4648794,89417,3342,400203,35767,58
2021-02-01,Louisiana,LA,22,4648794,81493,960,401163,32597,53
2021-02-02,Louisiana,LA,22,4648794,85610,2615,403778,34244,41
2021-02-03,Louisiana,LA,22,4648794,85346,2039,405817,34138,53
2021-02-04,Louisiana,LA,22,4648794,86018,2761,408578,34408,38
2021-02-05,Louisiana,LA,22,4648794,78861,871,409449,31545,32
2021-02-06,Louisiana,LA,22,4648794,74019,0,409449,29606,0
2021-02-07,Louisiana,LA,22,4648794,78886,1949,411398,31555,43
2021-02-08,Louisiana,LA,22,4648794,72820,1175,412573,29127,23
2021-02-09,Louisiana,LA,22,4648794,71040,1363,413936,28415,20
2021-02-10,Louisiana,LA,22,4648794,65307,335,414271,26121,50
2021-02-11,Louisiana,LA,22,4648794,62489,2728,416999,24996,27
2021-02-12,Louisiana,LA,22,4648794,59186,1170,418169,23674,37
2021-02-13,Louisiana,LA,22,4648794,53269,0,418169,21308,0
2021-02-14,Louisiana,LA,22,4648794,56544,1309,419478,22617,16
2021-02-15,Louisiana,LA,22,4648794,49439,502,419980,19777,33
2021-02-16,Louisiana,LA,22,4648794,47044,0,419980,18817,0
2021-02-17,Louisiana,LA,22,4648794,42071,627,420607,16829,66
2021-02-18,Louisiana,LA,22,4648794,39027,823,421430,15613,15
2021-02-19,Louisiana,LA,22,4648794,33247,445,421875,13297,34
2021-02-20,Louisiana,LA,22,4648794,31066,0,421875,12426,0
2021-02-21,Louisiana,LA,22,4648794,35775,1885,423760,14311,26
2021-02-22,Louisiana,LA,22,4648794,32070,466,424226,12828,11
2021-02-23,Louisiana,LA,22,4648794,32646,1404,425630,13057,26
2021-02-24,Louisiana,LA,22,4648794,31396,864,426494,12558,25
2021-02-25,Louisiana,LA,22,4648794,32478,769,427263,12992,33
2021-02-26,Louisiana,LA,22,4648794,27913,902,428165,11166,26
2021-02-27,Louisiana,LA,22,4648794,24992,0,428165,9996,0
2021-02-28,Louisiana,LA,22,4648794,28759,1506,429671,11502,21
2021-03-01,Louisiana,LA,22,4648794,26494,406,430077,10599,20
2021-03-02,Louisiana,LA,22,4648794,27169,771,430848,10868,19
2021-03-03,Louisiana,LA,22,4648794,28416,499,431347,11367,21
2021-03-04,Louisiana,LA,22,4648794,28747,757,432104,11497,18
2021-03-05,Louisiana,LA,22,4648794,27978,519,432623,11193,30
2021-03-06,Louisiana,LA,22,4648794,26867,0,432623,10748,0
2021-03-07,Louisiana,LA,22,4648794,28725,743,433366,11491,32
2021-03-08,Louisiana,LA,22,4648794,25259,498,433864,10104,10
2021-03-09,Louisiana,LA,22,4648794,25694,641,434505,10279,11
2021-03-10,Louisiana,LA,22,4648794,23671,593,435098,9468,43
2021-03-11,Louisiana,LA,22,4648794,22550,415,435513,9019,16
2021-03-12,Louisiana,LA,22,4648794,21996,548,436061,8798,33
2021-03-13,Louisiana,LA,22,4648794,19743,0,436061,7896,0
2021-03-14,Louisiana,LA,22,4648794,22010,909,436970,8805,23
2021-03-15,Louisiana,LA,22,4648794,18687,174,437144,7473,19
2021-03-16,Louisiana,LA,22,4648794,20153,993,438137,8060,22
2021-03-17,Louisiana,LA,22,4648794,19337,447,438584,7736,30
2021-03-18,Louisiana,LA,22,4648794,19442,540,439124,7777,19
2021-03-19,Louisiana,LA,22,4648794,18026,190,439314,7210,14
2021-03-20,Louisiana,LA,22,4648794,16731,0,439314,6691,0
2021-03-21,Louisiana,LA,22,4648794,16731,0,439314,6691,0
2021-03-22,Louisiana,LA,22,4648794,18201,1334,440648,7282,42
2021-03-23,Louisiana,LA,22,4648794,18724,703,441351,7487,7
2021-03-24,Louisiana,LA,22,4648794,18247,452,441803,7298,19
2021-03-25,Louisiana,LA,22,4648794,17770,403,442206,7108,17
2021-03-26,Louisiana,LA,22,4648794,17851,447,442653,7140,14
2021-03-27,Louisiana,LA,22,4648794,16481,0,442653,6592,0
2021-03-28,Louisiana,LA,22,4648794,16481,0,442653,6592,0
2021-03-29,Louisiana,LA,22,4648794,16295,835,443488,6518,35
2021-03-30,Louisiana,LA,22,4648794,17132,509,443997,6853,10
2021-03-31,Louisiana,LA,22,4648794,15946,518,444515,6378,9
2021-04-01,Louisiana,LA,22,4648794,16155,532,445047,6463,20
2021-04-02,Louisiana,LA,22,4648794,14804,0,445047,5923,0
2021-04-03,Louisiana,LA,22,4648794,14331,0,445047,5733,0
2021-04-04,Louisiana,LA,22,4648794,14331,0,445047,5733,0
2021-04-05,Louisiana,LA,22,4648794,17507,1268,446315,7001,4
2021-04-06,Louisiana,LA,22,4648794,14721,221,446536,5888,9
2021-04-07,Louisiana,LA,22,4648794,14724,703,447239,5888,11
2021-04-08,Louisiana,LA,22,4648794,14701,445,447684,5881,15
2021-04-09,Louisiana,LA,22,4648794,15531,734,448418,6212,16
2021-04-10,Louisiana,LA,22,4648794,14412,0,448418,5765,0
2021-04-11,Louisiana,LA,22,4648794,14412,0,448418,5765,0
2021-04-12,Louisiana,LA,22,4648794,16885,989,449407,6754,25
2021-04-13,Louisiana,LA,22,4648794,15924,450,449857,6369,14
2021-04-14,Louisiana,LA,22,4648794,15639,396,450253,6256,9
2021-04-15,Louisiana,LA,22,4648794,16352,803,451056,6541,9
2021-04-16,Louisiana,LA,22,4648794,16221,480,451536,6489,9
2021-04-17,Louisiana,LA,22,4648794,16221,0,451536,6489,0
2021-04-18,Louisiana,LA,22,4648794,16221,0,451536,6489,0
2021-04-19,Louisiana,LA,22,4648794,19727,1401,452937,7890,11
2021-04-20,Louisiana,LA,22,4648794,17463,363,453300,6985,13
2021-04-21,Louisiana,LA,22,4648794,18577,666,453966,7430,10
2021-04-22,Louisiana,LA,22,4648794,18375,625,454591,7352,8
2021-04-23,Louisiana,LA,22,4648794,18608,537,455128,7444,12
2021-04-24,Louisiana,LA,22,4648794,16780,0,455128,6710,0
2021-04-25,Louisiana,LA,22,4648794,16780,0,455128,6710,0
2021-04-26,Louisiana,LA,22,4648794,19004,892,456020,7602,6
2021-04-27,Louisiana,LA,22,4648794,17672,458,456478,7071,10
2021-04-28,Louisiana,LA,22,4648794,17660,442,456920,7063,15
2021-04-29,Louisiana,LA,22,4648794,18086,568,457488,7235,9
2021-04-30,Louisiana,LA,22,4648794,17789,682,458170,7114,6
2021-05-01,Louisiana,LA,22,4648794,16583,0,458170,6634,0
2021-05-02,Louisiana,LA,22,4648794,16583,0,458170,6634,0
2021-05-03,Louisiana,LA,22,4648794,18471,756,458926,7390,11
2021-05-04,Louisiana,LA,22,4648794,17478,1003,459929,6992,12
2021-05-05,Louisiana,LA,22,4648794,17743,466,460395,7095,13
2021-05-06,Louisiana,LA,22,4648794,17072,399,460794,6828,7
2021-05-07,Louisiana,LA,22,4648794,16934,569,461363,6772,8
2021-05-08,Louisiana,LA,22,4648794,15589,0,461363,6235,0
2021-05-09,Louisiana,LA,22,4648794,15589,0,461363,6235,0
2021-05-10,Louisiana,LA,22,4648794,18317,1091,462454,7326,5
2021-05-11,Louisiana,LA,22,4648794,17705,650,463104,7084,13
2021-05-12,Louisiana,LA,22,4648794,17765,482,463586,7108,12
2021-05-13,Louisiana,LA,22,4648794,17689,409,463995,7075,6
2021-05-14,Louisiana,LA,22,4648794,17320,421,464416,6928,9
2021-05-15,Louisiana,LA,22,4648794,15617,0,464416,6246,0
2021-05-16,Louisiana,LA,22,4648794,15617,0,464416,6246,0
2021-05-17,Louisiana,LA,22,4648794,18397,1112,465528,7358,11
2021-05-18,Louisiana,LA,22,4648794,17745,496,466024,7098,11
2021-05-19,Louisiana,LA,22,4648794,16787,621,466645,6716,9
2021-05-20,Louisiana,LA,22,4648794,16676,420,467065,6670,8
2021-05-21,Louisiana,LA,22,4648794,16529,340,467405,6611,5
2021-05-22,Louisiana,LA,22,4648794,15103,0,467405,6042,0
2021-05-23,Louisiana,LA,22,4648794,15103,0,467405,6042,0
2021-05-24,Louisiana,LA,22,4648794,16566,584,467989,6626,13
2021-05-25,Louisiana,LA,22,4648794,16452,1047,469036,6582,13
2021-05-26,Louisiana,LA,22,4648794,15885,421,469457,6353,14
2021-05-27,Louisiana,LA,22,4648794,15840,463,469920,6334,8
2021-05-28,Louisiana,LA,22,4648794,15686,351,470271,6276,6
2021-05-29,Louisiana,LA,22,4648794,14637,0,470271,5855,0
2021-05-30,Louisiana,LA,22,4648794,14637,0,470271,5855,0
2021-05-31,Louisiana,LA,22,4648794,14637,0,470271,5855,0
2021-06-01,Louisiana,LA,22,4648794,14302,978,471249,5721,16
2021-06-02,Louisiana,LA,22,4648794,14661,639,471888,5864,3
2021-06-03,Louisiana,LA,22,4648794,13942,334,472222,5577,10
2021-06-04,Louisiana,LA,22,4648794,13805,363,472585,5520,10
2021-06-05,Louisiana,LA,22,4648794,12947,0,472585,5180,0
2021-06-06,Louisiana,LA,22,4648794,12947,0,472585,5180,0
2021-06-07,Louisiana,LA,22,4648794,14937,796,473381,5976,4
2021-06-08,Louisiana,LA,22,4648794,13742,104,473485,5496,3
2021-06-09,Louisiana,LA,22,4648794,13062,775,474260,5224,9
2021-06-10,Louisiana,LA,22,4648794,13194,474,474734,5277,7
2021-06-11,Louisiana,LA,22,4648794,12607,228,474962,5042,10
2021-06-12,Louisiana,LA,22,4648794,11728,0,474962,4691,0
2021-06-13,Louisiana,LA,22,4648794,11728,0,474962,4691,0
2021-06-14,Louisiana,LA,22,4648794,13108,552,475514,5243,7
2021-06-15,Louisiana,LA,22,4648794,14519,565,476079,5808,5
2021-06-16,Louisiana,LA,22,4648794,12885,324,476403,5154,10
2021-06-17,Louisiana,LA,22,4648794,12134,336,476739,4851,7
2021-06-18,Louisiana,LA,22,4648794,12107,325,477064,4842,11
2021-06-19,Louisiana,LA,22,4648794,11196,0,477064,4479,0
2021-06-20,Louisiana,LA,22,4648794,11196,0,477064,4479,0
2021-06-21,Louisiana,LA,22,4648794,12912,684,477748,5163,5
2021-06-22,Louisiana,LA,22,4648794,11738,328,478076,4695,6
2021-06-23,Louisiana,LA,22,4648794,12680,481,478557,5072,10
2021-06-24,Louisiana,LA,22,4648794,11656,365,478922,4662,8
2021-06-25,Louisiana,LA,22,4648794,10991,209,479131,4397,6
2021-06-26,Louisiana,LA,22,4648794,10420,0,479131,4169,0
2021-06-27,Louisiana,LA,22,4648794,10420,0,479131,4169,0
2021-06-28,Louisiana,LA,22,4648794,12778,943,480074,5112,5
2021-06-29,Louisiana,LA,22,4648794,12448,416,480490,4976,4
2021-06-30,Louisiana,LA,22,4648794,12506,590,481080,5001,6
2021-07-01,Louisiana,LA,22,4648794,13114,568,481648,5245,10
2021-07-02,Louisiana,LA,22,4648794,13579,524,482172,5433,9
2021-07-03,Louisiana,LA,22,4648794,12777,0,482172,5108,0
2021-07-04,Louisiana,LA,22,4648794,12777,0,482172,5108,0
2021-07-05,Louisiana,LA,22,4648794,12777,0,482172,5108,0
2021-07-06,Louisiana,LA,22,4648794,16108,2018,484190,6442,6
2021-07-07,Louisiana,LA,22,4648794,18353,1227,485417,7341,2
2021-07-08,Louisiana,LA,22,4648794,19113,785,486202,7645,6
2021-07-09,Louisiana,LA,22,4648794,20623,969,487171,8249,10
2021-07-10,Louisiana,LA,22,4648794,20099,0,487171,8040,0
2021-07-11,Louisiana,LA,22,4648794,20099,0,487171,8040,0
2021-07-12,Louisiana,LA,22,4648794,26082,2391,489562,10431,8
2021-07-13,Louisiana,LA,22,4648794,26103,955,490517,10443,9
2021-07-14,Louisiana,LA,22,4648794,29904,1934,492451,11961,10
2021-07-15,Louisiana,LA,22,4648794,32164,1496,493947,12867,13
2021-07-16,Louisiana,LA,22,4648794,34760,1604,495551,13903,7
2021-07-17,Louisiana,LA,22,4648794,33451,0,495551,13379,0
2021-07-18,Louisiana,LA,22,4648794,33451,0,495551,13379,0
2021-07-19,Louisiana,LA,22,4648794,43406,3984,499535,17363,13
2021-07-20,Louisiana,LA,22,4648794,47325,1569,501104,18932,20
2021-07-21,Louisiana,LA,22,4648794,55754,5387,506491,22301,13
2021-07-22,Louisiana,LA,22,4648794,59773,2834,509325,23908,15
2021-07-23,Louisiana,LA,22,4648794,65624,3124,512449,26247,11
2021-07-24,Louisiana,LA,22,4648794,63196,0,512449,25278,0
2021-07-25,Louisiana,LA,22,4648794,63196,0,512449,25278,0
2021-07-26,Louisiana,LA,22,4648794,82172,7590,520039,32868,14
2021-07-27,Louisiana,LA,22,4648794,93249,6821,526860,37298,20
2021-07-28,Louisiana,LA,22,4648794,102595,4696,531556,41039,14
2021-07-29,Louisiana,LA,22,4648794,108786,4411,535967,43516,20
2021-07-30,Louisiana,LA,22,4648794,118327,5311,541278,47331,31
2021-07-31,Louisiana,LA,22,4648794,114319,0,541278,45727,0
2021-08-01,Louisiana,LA,22,4648794,114319,0,541278,45727,0
2021-08-02,Louisiana,LA,22,4648794,142083,11106,552384,56833,27
2021-08-03,Louisiana,LA,22,4648794,144012,4756,557140,57605,59
2021-08-04,Louisiana,LA,22,4648794,152025,4774,561914,60810,44
2021-08-05,Louisiana,LA,22,4648794,152223,5466,567380,60889,33
2021-08-06,Louisiana,LA,22,4648794,160392,6101,573481,64156,48
2021-08-07,Louisiana,LA,22,4648794,152582,0,573481,61032,0
2021-08-08,Louisiana,LA,22,4648794,152582,0,573481,61032,0
2021-08-09,Louisiana,LA,22,4648794,193925,16539,590020,77571,50
2021-08-10,Louisiana,LA,22,4648794,190164,6085,596105,76066,93
2021-08-11,Louisiana,LA,22,4648794,186633,5406,601511,74651,55
2021-08-12,Louisiana,LA,22,4648794,188121,5295,606806,75250,54
2021-08-13,Louisiana,LA,22,4648794,195947,7541,614347,78380,57
2021-08-14,Louisiana,LA,22,4648794,182670,0,614347,73069,0
2021-08-15,Louisiana,LA,22,4648794,182670,0,614347,73069,0
2021-08-16,Louisiana,LA,22,4648794,216061,13353,627700,86422,65
2021-08-17,Louisiana,LA,22,4648794,197499,3684,631384,79000,122
2021-08-18,Louisiana,LA,22,4648794,202117,6604,637988,80848,87
2021-08-19,Louisiana,LA,22,4648794,204048,5547,643535,81621,58
2021-08-20,Louisiana,LA,22,4648794,205188,5920,649455,82075,67
2021-08-21,Louisiana,LA,22,4648794,189936,0,649455,75974,0
2021-08-22,Louisiana,LA,22,4648794,189936,0,649455,75974,0
2021-08-23,Louisiana,LA,22,4648794,217162,10891,660346,86865,59
2021-08-24,Louisiana,LA,22,4648794,185342,3812,664158,74138,139
2021-08-25,Louisiana,LA,22,4648794,186671,6615,670773,74668,110
2021-08-26,Louisiana,LA,22,4648794,185967,5126,675899,74388,72
2021-08-27,Louisiana,LA,22,4648794,181298,3427,679326,72520,61
2021-08-28,Louisiana,LA,22,4648794,162444,0,679326,64979,0
2021-08-29,Louisiana,LA,22,4648794,162444,0,679326,64979,0
2021-08-30,Louisiana,LA,22,4648794,162444,0,679326,64979,0
2021-08-31,Louisiana,LA,22,4648794,129066,0,679326,51626,0
2021-09-01,Louisiana,LA,22,4648794,150756,12361,691687,60303,223
2021-09-02,Louisiana,LA,22,4648794,139485,2095,693782,55794,74
2021-09-03,Louisiana,LA,22,4648794,132177,2623,696405,52870,51
2021-09-04,Louisiana,LA,22,4648794,117378,0,696405,46950,0
2021-09-05,Louisiana,LA,22,4648794,117378,0,696405,46950,0
2021-09-06,Louisiana,LA,22,4648794,117378,0,696405,46950,0
2021-09-07,Louisiana,LA,22,4648794,103940,5515,701920,41574,72
2021-09-08,Louisiana,LA,22,4648794,102070,3066,704986,40828,136
2021-09-09,Louisiana,LA,22,4648794,97793,4902,709888,39115,77
2021-09-10,Louisiana,LA,22,4648794,90396,2169,712057,36158,64
2021-09-11,Louisiana,LA,22,4648794,81827,0,712057,32731,0
2021-09-12,Louisiana,LA,22,4648794,81827,0,712057,32731,0
2021-09-13,Louisiana,LA,22,4648794,81827,0,712057,32731,0
2021-09-14,Louisiana,LA,22,4648794,93452,4649,716706,37380,64
2021-09-15,Louisiana,LA,22,4648794,104865,4567,721273,41947,198
2021-09-16,Louisiana,LA,22,4648794,78098,1655,722928,31241,48
2021-09-17,Louisiana,LA,22,4648794,78313,2179,725107,31325,52
2021-09-18,Louisiana,LA,22,4648794,71756,0,725107,28702,0
2021-09-19,Louisiana,LA,22,4648794,71756,0,725107,28702,0
2021-09-20,Louisiana,LA,22,4648794,79721,3185,728292,31887,55
2021-09-21,Louisiana,LA,22,4648794,82881,1265,729557,33152,85
2021-09-22,Louisiana,LA,22,4648794,73856,1905,731462,29542,99
2021-09-23,Louisiana,LA,22,4648794,69982,1516,732978,27992,45
2021-09-24,Louisiana,LA,22,4648794,60219,998,733976,24088,39
2021-09-25,Louisiana,LA,22,4648794,54797,0,733976,21919,0
2021-09-26,Louisiana,LA,22,4648794,54797,0,733976,21919,0
2021-09-27,Louisiana,LA,22,4648794,62436,3056,737032,24975,55
2021-09-28,Louisiana,LA,22,4648794,65010,1031,738063,26006,54
2021-09-29,Louisiana,LA,22,4648794,55986,1038,739101,22395,50
2021-09-30,Louisiana,LA,22,4648794,46751,871,739972,18699,49
2021-10-01,Louisiana,LA,22,4648794,46040,1373,741345,18417,39
2021-10-02,Louisiana,LA,22,4648794,40599,0,741345,16238,0
2021-10-03,Louisiana,LA,22,4648794,40599,0,741345,16238,0
2021-10-04,Louisiana,LA,22,4648794,44901,1723,743068,17961,39
2021-10-05,Louisiana,LA,22,4648794,39488,1019,744087,15795,41
2021-10-06,Louisiana,LA,22,4648794,38623,919,745006,15449,34
2021-10-07,Louisiana,LA,22,4648794,36285,970,745976,14514,37
2021-10-08,Louisiana,LA,22,4648794,34461,787,746763,13785,34
2021-10-09,Louisiana,LA,22,4648794,31970,0,746763,12787,0
2021-10-10,Louisiana,LA,22,4648794,31970,0,746763,12787,0
2021-10-11,Louisiana,LA,22,4648794,35615,1460,748223,14247,31
2021-10-12,Louisiana,LA,22,4648794,30794,1128,749351,12319,34
2021-10-13,Louisiana,LA,22,4648794,29597,551,749902,11839,30
2021-10-14,Louisiana,LA,22,4648794,29108,842,750744,11643,28
2021-10-15,Louisiana,LA,22,4648794,28318,555,751299,11327,25
2021-10-16,Louisiana,LA,22,4648794,24882,0,751299,9954,0
2021-10-17,Louisiana,LA,22,4648794,24882,0,751299,9954,0
2021-10-18,Louisiana,LA,22,4648794,27572,1075,752374,11029,29
2021-10-19,Louisiana,LA,22,4648794,24713,581,752955,9887,38
2021-10-20,Louisiana,LA,22,4648794,23412,496,753451,9364,36
2021-10-21,Louisiana,LA,22,4648794,23418,923,754374,9368,22
2021-10-22,Louisiana,LA,22,4648794,22695,681,755055,9079,16
2021-10-23,Louisiana,LA,22,4648794,20733,0,755055,8292,0
2021-10-24,Louisiana,LA,22,4648794,20733,0,755055,8292,0
2021-10-25,Louisiana,LA,22,4648794,22923,877,755932,9169,18
2021-10-26,Louisiana,LA,22,4648794,20421,460,756392,8169,16
2021-10-27,Louisiana,LA,22,4648794,19521,769,757161,7810,10
2021-10-28,Louisiana,LA,22,4648794,19372,491,757652,7750,19
2021-10-29,Louisiana,LA,22,4648794,17866,241,757893,7149,22
2021-10-30,Louisiana,LA,22,4648794,16489,0,757893,6594,0
2021-10-31,Louisiana,LA,22,4648794,16489,0,757893,6594,0
2021-11-01,Louisiana,LA,22,4648794,20302,1528,759421,8122,8
2021-11-02,Louisiana,LA,22,4648794,18234,246,759667,7293,10
2021-11-03,Louisiana,LA,22,4648794,17889,445,760112,7157,20
2021-11-04,Louisiana,LA,22,4648794,18203,619,760731,7280,12
2021-11-05,Louisiana,LA,22,4648794,17234,538,761269,6895,18
2021-11-06,Louisiana,LA,22,4648794,15538,0,761269,6214,0
2021-11-07,Louisiana,LA,22,4648794,15538,0,761269,6214,0
2021-11-08,Louisiana,LA,22,4648794,17560,809,762078,7023,7
2021-11-09,Louisiana,LA,22,4648794,16551,474,762552,6620,27
2021-11-10,Louisiana,LA,22,4648794,16633,495,763047,6655,13
2021-11-11,Louisiana,LA,22,4648794,14710,0,763047,5886,0
2021-11-12,Louisiana,LA,22,4648794,15300,725,763772,6120,23
2021-11-13,Louisiana,LA,22,4648794,14696,0,763772,5879,0
2021-11-14,Louisiana,LA,22,4648794,14696,0,763772,5879,0
2021-11-15,Louisiana,LA,22,4648794,17051,942,764714,6821,14
2021-11-16,Louisiana,LA,22,4648794,14408,470,765184,5763,9
2021-11-17,Louisiana,LA,22,4648794,15351,625,765809,6142,16
2021-11-18,Louisiana,LA,22,4648794,15390,458,766267,6155,11
2021-11-19,Louisiana,LA,22,4648794,15039,481,766748,6017,14
2021-11-20,Louisiana,LA,22,4648794,13700,0,766748,5479,0
2021-11-21,Louisiana,LA,22,4648794,13700,0,766748,5479,0
2021-11-22,Louisiana,LA,22,4648794,15475,710,767458,6189,5
2021-11-23,Louisiana,LA,22,4648794,15137,673,768131,6053,14
2021-11-24,Louisiana,LA,22,4648794,14785,336,768467,5915,9
2021-11-25,Louisiana,LA,22,4648794,13550,0,768467,5420,0
2021-11-26,Louisiana,LA,22,4648794,13550,0,768467,5420,0
2021-11-27,Louisiana,LA,22,4648794,11741,0,768467,4695,0
2021-11-28,Louisiana,LA,22,4648794,11741,0,768467,4695,0
2021-11-29,Louisiana,LA,22,4648794,14871,1253,769720,5948,17
2021-11-30,Louisiana,LA,22,4648794,13989,589,770309,5595,7
2021-12-01,Louisiana,LA,22,4648794,15166,942,771251,6067,7
2021-12-02,Louisiana,LA,22,4648794,14776,471,771722,5913,6
2021-12-03,Louisiana,LA,22,4648794,14832,479,772201,5934,12
2021-12-04,Louisiana,LA,22,4648794,13629,0,772201,5453,0
2021-12-05,Louisiana,LA,22,4648794,13629,0,772201,5453,0
2021-12-06,Louisiana,LA,22,4648794,15706,830,773031,6283,11
2021-12-07,Louisiana,LA,22,4648794,15344,563,773594,6136,7
2021-12-08,Louisiana,LA,22,4648794,15488,732,774326,6195,17
2021-12-09,Louisiana,LA,22,4648794,15788,455,774781,6314,6
2021-12-10,Louisiana,LA,22,4648794,17207,567,775348,6881,10
2021-12-11,Louisiana,LA,22,4648794,17207,0,775348,6881,0
2021-12-12,Louisiana,LA,22,4648794,17207,0,775348,6881,0
2021-12-13,Louisiana,LA,22,4648794,20128,1169,776517,8050,7
2021-12-14,Louisiana,LA,22,4648794,16994,0,776517,6797,0
2021-12-15,Louisiana,LA,22,4648794,19111,1436,777953,7644,28
2021-12-16,Louisiana,LA,22,4648794,19315,1025,778978,7727,6
2021-12-17,Louisiana,LA,22,4648794,20893,1101,780079,8357,6
2021-12-18,Louisiana,LA,22,4648794,19696,0,780079,7878,0
2021-12-19,Louisiana,LA,22,4648794,19696,0,780079,7878,0
2021-12-20,Louisiana,LA,22,4648794,27035,2936,783015,10814,10
2021-12-21,Louisiana,LA,22,4648794,29286,1729,784744,11713,3
2021-12-22,Louisiana,LA,22,4648794,33383,2204,786948,13354,8
2021-12-23,Louisiana,LA,22,4648794,38644,2834,789782,15456,8
2021-12-24,Louisiana,LA,22,4648794,37498,0,789782,15001,0
2021-12-25,Louisiana,LA,22,4648794,36080,0,789782,14434,0
2021-12-26,Louisiana,LA,22,4648794,36080,0,789782,14434,0
2021-12-27,Louisiana,LA,22,4648794,66496,12163,801945,26597,17
2021-12-28,Louisiana,LA,22,4648794,74344,4309,806254,29737,8
2021-12-29,Louisiana,LA,22,4648794,97759,9366,815620,39103,6
2021-12-30,Louisiana,LA,22,4648794,125313,12458,828078,50125,2
2021-12-31,Louisiana,LA,22,4648794,122752,0,828078,49100,0
2022-01-01,Louisiana,LA,22,4648794,119993,0,828078,47999,0
2022-01-02,Louisiana,LA,22,4648794,119993,0,828078,47999,0
2022-01-03,Louisiana,LA,22,4648794,197860,31144,859222,79143,15
2022-01-04,Louisiana,LA,22,4648794,213700,9271,868493,85478,17
2022-01-05,Louisiana,LA,22,4648794,235360,10395,878888,94144,9
2022-01-06,Louisiana,LA,22,4648794,265029,14072,892960,106012,11
2022-01-07,Louisiana,LA,22,4648794,294889,14777,907737,117955,16
2022-01-08,Louisiana,LA,22,4648794,294889,0,907737,117955,0
2022-01-09,Louisiana,LA,22,4648794,294889,0,907737,117955,0
2022-01-10,Louisiana,LA,22,4648794,367398,29004,936741,146959,19
2022-01-11,Louisiana,LA,22,4648794,368198,12486,949227,147282,29
2022-01-12,Louisiana,LA,22,4648794,357427,0,949227,142973,14
2022-01-13,Louisiana,LA,22,4648794,334016,0,949227,133607,11
2022-01-14,Louisiana,LA,22,4648794,417118,45698,994925,166847,10
2022-01-15,Louisiana,LA,22,4648794,419365,899,995824,167746,0
2022-01-16,Louisiana,LA,22,4648794,419365,0,995824,167746,0
2022-01-17,Louisiana,LA,22,4648794,419365,0,995824,167746,0
2020-01-22,Maine,ME,23,1344212,0,0,0,0,0
2020-01-23,Maine,ME,23,1344212,0,0,0,0,0
2020-01-24,Maine,ME,23,1344212,0,0,0,0,0
2020-01-25,Maine,ME,23,1344212,0,0,0,0,0
2020-01-26,Maine,ME,23,1344212,0,0,0,0,0
2020-01-27,Maine,ME,23,1344212,0,0,0,0,0
2020-01-28,Maine,ME,23,1344212,0,0,0,0,0
2020-01-29,Maine,ME,23,1344212,0,0,0,0,0
2020-01-30,Maine,ME,23,1344212,0,0,0,0,0
2020-01-31,Maine,ME,23,1344212,0,0,0,0,0
2020-02-01,Maine,ME,23,1344212,0,0,0,0,0
2020-02-02,Maine,ME,23,1344212,0,0,0,0,0
2020-02-03,Maine,ME,23,1344212,0,0,0,0,0
2020-02-04,Maine,ME,23,1344212,0,0,0,0,0
2020-02-05,Maine,ME,23,1344212,0,0,0,0,0
2020-02-06,Maine,ME,23,1344212,0,0,0,0,0
2020-02-07,Maine,ME,23,1344212,0,0,0,0,0
2020-02-08,Maine,ME,23,1344212,0,0,0,0,0
2020-02-09,Maine,ME,23,1344212,0,0,0,0,0
2020-02-10,Maine,ME,23,1344212,0,0,0,0,0
2020-02-11,Maine,ME,23,1344212,0,0,0,0,0
2020-02-12,Maine,ME,23,1344212,0,0,0,0,0
2020-02-13,Maine,ME,23,1344212,0,0,0,0,0
2020-02-14,Maine,ME,23,1344212,0,0,0,0,0
2020-02-15,Maine,ME,23,1344212,0,0,0,0,0
2020-02-16,Maine,ME,23,1344212,0,0,0,0,0
2020-02-17,Maine,ME,23,1344212,0,0,0,0,0
2020-02-18,Maine,ME,23,1344212,0,0,0,0,0
2020-02-19,Maine,ME,23,1344212,0,0,0,0,0
2020-02-20,Maine,ME,23,1344212,0,0,0,0,0
2020-02-21,Maine,ME,23,1344212,0,0,0,0,0
2020-02-22,Maine,ME,23,1344212,0,0,0,0,0
2020-02-23,Maine,ME,23,1344212,0,0,0,0,0
2020-02-24,Maine,ME,23,1344212,0,0,0,0,0
2020-02-25,Maine,ME,23,1344212,0,0,0,0,0
2020-02-26,Maine,ME,23,1344212,0,0,0,0,0
2020-02-27,Maine,ME,23,1344212,0,0,0,0,0
2020-02-28,Maine,ME,23,1344212,0,0,0,0,0
2020-02-29,Maine,ME,23,1344212,0,0,0,0,0
2020-03-01,Maine,ME,23,1344212,0,0,0,0,0
2020-03-02,Maine,ME,23,1344212,0,0,0,0,0
2020-03-03,Maine,ME,23,1344212,0,0,0,0,0
2020-03-04,Maine,ME,23,1344212,0,0,0,0,0
2020-03-05,Maine,ME,23,1344212,0,0,0,0,0
2020-03-06,Maine,ME,23,1344212,0,0,0,0,0
2020-03-07,Maine,ME,23,1344212,0,0,0,0,0
2020-03-08,Maine,ME,23,1344212,0,0,0,0,0
2020-03-09,Maine,ME,23,1344212,0,0,0,0,0
2020-03-10,Maine,ME,23,1344212,0,0,0,0,0
2020-03-11,Maine,ME,23,1344212,0,0,0,0,0
2020-03-12,Maine,ME,23,1344212,2,1,1,1,0
